date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:24:01	10821/10821	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2030%20Jun%202019%2019:40:58%20GMT	https://blockstudio.tw/2018block/main/wp-content/themes/twentyseventeen/css/font/fontello.svg?6082003	C:/My%20Web%20Sites/new%20for%20ting/tingweb/blockstudio.tw/2018block/main/wp-content/themes/twentyseventeen/css/font/fontello5454.svg	(from https://blockstudio.tw/2018block/main/wp-content/themes/twentyseventeen/css/main.min.css)
00:24:02	28536/28536	---M--	200	added ('OK')	application/font-woff2	date:Fri,%2007%20Sep%202018%2020:42:24%20GMT	https://blockstudio.tw/2018block/main/wp-content/themes/twentyseventeen/css/font/Helvetica_Bold.woff2	C:/My%20Web%20Sites/new%20for%20ting/tingweb/blockstudio.tw/2018block/main/wp-content/themes/twentyseventeen/css/font/Helvetica_Bold.woff2	(from https://blockstudio.tw/2018block/main/wp-content/themes/twentyseventeen/css/main.min.css)
00:24:02	34492/34492	---M--	200	added ('OK')	x-font/woff	date:Fri,%2007%20Sep%202018%2020:39:16%20GMT	https://blockstudio.tw/2018block/main/wp-content/themes/twentyseventeen/css/font/Helvetica_Bold.woff	C:/My%20Web%20Sites/new%20for%20ting/tingweb/blockstudio.tw/2018block/main/wp-content/themes/twentyseventeen/css/font/Helvetica_Bold.woff	(from https://blockstudio.tw/2018block/main/wp-content/themes/twentyseventeen/css/main.min.css)
00:24:02	56160/56160	---M--	200	added ('OK')	font/otf	date:Fri,%2007%20Sep%202018%2020:41:38%20GMT	https://blockstudio.tw/2018block/main/wp-content/themes/twentyseventeen/css/font/Helvetica_Bold.otf	C:/My%20Web%20Sites/new%20for%20ting/tingweb/blockstudio.tw/2018block/main/wp-content/themes/twentyseventeen/css/font/Helvetica_Bold.otf	(from https://blockstudio.tw/2018block/main/wp-content/themes/twentyseventeen/css/main.min.css)
00:24:03	11316/11316	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2020%20Mar%202019%2003:40:31%20GMT	https://blockstudio.tw/2018block/main/wp-content/themes/twentyseventeen/img/service-1.svg	C:/My%20Web%20Sites/new%20for%20ting/tingweb/blockstudio.tw/2018block/main/wp-content/themes/twentyseventeen/img/service-1.svg	(from https://blockstudio.tw/service/)
00:24:03	710112/710112	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Oct%202018%2014:39:51%20GMT	https://blockstudio.tw/2018block/main/wp-content/uploads/2018/10/fb-about.jpg	C:/My%20Web%20Sites/new%20for%20ting/tingweb/blockstudio.tw/2018block/main/wp-content/uploads/2018/10/fb-about.jpg	(from https://blockstudio.tw/contact/)
00:24:03	13377/13377	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2020%20Mar%202019%2003:40:31%20GMT	https://blockstudio.tw/2018block/main/wp-content/themes/twentyseventeen/img/service-2.svg	C:/My%20Web%20Sites/new%20for%20ting/tingweb/blockstudio.tw/2018block/main/wp-content/themes/twentyseventeen/img/service-2.svg	(from https://blockstudio.tw/service/)
00:24:04	108431/108431	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Mar%202023%2016:24:04%20GMT	https://blockstudio.tw/project/webdesign/	C:/My%20Web%20Sites/new%20for%20ting/tingweb/blockstudio.tw/project/webdesign/index.html	(from https://blockstudio.tw/service/)
00:24:04	99643/99643	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Mar%202023%2016:24:05%20GMT	https://blockstudio.tw/project/identity/	C:/My%20Web%20Sites/new%20for%20ting/tingweb/blockstudio.tw/project/identity/index.html	(from https://blockstudio.tw/service/)
00:24:04	40786/40786	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Oct%202018%2003:27:34%20GMT	https://blockstudio.tw/2018block/main/wp-content/uploads/2018/10/career-frontend-01.png	C:/My%20Web%20Sites/new%20for%20ting/tingweb/blockstudio.tw/2018block/main/wp-content/uploads/2018/10/career-frontend-01.png	(from https://blockstudio.tw/career/)
00:24:04	28545/28545	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Dec%202018%2013:36:02%20GMT	https://blockstudio.tw/2018block/main/wp-content/uploads/2018/12/career-backend-01.png	C:/My%20Web%20Sites/new%20for%20ting/tingweb/blockstudio.tw/2018block/main/wp-content/uploads/2018/12/career-backend-01.png	(from https://blockstudio.tw/career/)
00:24:05	3919/3919	---M--	200	added ('OK')	application/javascript	date:Wed,%2020%20Mar%202019%2004:34:11%20GMT	https://blockstudio.tw/2018block/main/wp-content/themes/twentyseventeen/js/slideshow.js	C:/My%20Web%20Sites/new%20for%20ting/tingweb/blockstudio.tw/2018block/main/wp-content/themes/twentyseventeen/js/slideshow.js	(from https://blockstudio.tw/career/)
00:24:05	666/666	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2020%20Mar%202019%2003:40:31%20GMT	https://blockstudio.tw/2018block/main/wp-content/themes/twentyseventeen/img/BS-logo.svg	C:/My%20Web%20Sites/new%20for%20ting/tingweb/blockstudio.tw/2018block/main/wp-content/themes/twentyseventeen/img/BS-logo.svg	(from https://blockstudio.tw/about/)
